title,popularity,vote_count,mdb_id,vote_average,release_date,genre
Judge Minty,1.8119999999999998,6,191538,7.3,2013-05-05,sci-fi
Sol,1.589,2,191231,3.0,2012-04-18,sci-fi
Brink,0.6,0,190661,0.0,2010-08-01,sci-fi
Still Life,1.69,21,190638,6.9,2005-09-10,sci-fi
Territory 8,2.099,11,190625,2.6,2014-03-20,sci-fi
Reptilicant,2.5669999999999997,1,190392,7.0,2006-06-13,sci-fi
ABE,2.955,41,190250,6.0,2013-04-16,sci-fi
Remigration,1.4609999999999999,0,189911,0.0,2011-03-31,sci-fi
All Flowers in Time,0.6,2,189409,2.0,2010-04-09,sci-fi
T82 Super Sonic Tonemaker,1.215,0,189400,0.0,2012-08-31,sci-fi
Ripper 2: Letter from Within,3.951,5,189353,2.6,2004-08-03,sci-fi
Atomica,6.474,52,188924,4.8,2017-03-17,sci-fi
Space Warriors,4.468,23,188507,4.8,2013-04-26,sci-fi
Birdemic 2: The Resurrection,6.2170000000000005,62,188489,2.2,2013-04-09,sci-fi
Mahou Sentai Magiranger vs. Dekaranger,2.181,5,188295,5.0,2006-03-10,sci-fi
Pizza Man,3.1069999999999998,4,188089,5.5,2011-06-15,sci-fi
Kamen Rider × Super Sentai: Super Hero Taihen – Who’s the culprit?!,2.101,3,187916,5.5,2012-04-01,sci-fi
Robosapien: Rebooted,6.16,34,187462,5.6,2013-04-01,sci-fi
Biting Elbows: Bad Motherfucker,2.086,27,186835,7.4,2013-03-18,sci-fi
Vacuity,0.7809999999999999,3,186823,5.3,2012-04-30,sci-fi
Dust of War,2.71,2,185472,3.3,2013-07-18,sci-fi
Battle of the Damned,8.74,66,185471,4.9,2013-07-25,sci-fi
After the World Ended,0.716,2,185470,9.0,2015-01-08,sci-fi
The Human Race,4.735,97,185267,5.1,2013-04-10,sci-fi
Pig,3.002,12,185248,6.0,2011-04-16,sci-fi
Battledogs,0.6,35,184712,4.6,2013-04-05,sci-fi
Quarantine L.A.,5.528,13,184710,4.0,2013-03-09,sci-fi
Awaken,2.024,9,184440,6.6,2013-04-09,sci-fi
Justice League: The Flashpoint Paradox,12.265999999999998,839,183011,7.6,2013-07-28,sci-fi
The Candidate,1.144,6,182237,8.2,2011-08-24,sci-fi
100 Degrees Below Zero,6.039,51,182228,3.7,2013-03-29,sci-fi
Population 2,4.892,8,182020,2.4,2012-01-01,sci-fi
Grayson,1.5319999999999998,17,181911,7.0,2004-07-24,sci-fi
Alien 51,1.25,2,181425,3.0,2004-02-01,sci-fi
It Came From Another World!,1.929,1,180911,1.0,2007-05-09,sci-fi
Displaced,1.807,4,180476,2.4,2006-03-26,sci-fi
Atomic Brain Invasion,1.591,1,179672,6.0,2010-01-01,sci-fi
The Colony,12.082,701,178809,5.2,2013-04-12,sci-fi
Maximum Shame,1.5719999999999998,4,178122,2.0,2010-01-01,sci-fi
Flying Monkeys,5.871,16,177146,4.6,2013-03-09,sci-fi
Found in Time,2.94,7,177112,4.6,2012-10-05,sci-fi
+1,8.038,145,176068,5.3,2013-09-20,sci-fi
Europa Report,10.9,820,174772,6.2,2013-06-27,sci-fi
Reign in Darkness,1.111,4,172807,2.9,2002-11-05,sci-fi
500 MPH Storm,5.729,34,172767,4.3,2013-02-28,sci-fi
End of the World,3.9819999999999998,30,172721,4.3,2013-02-22,sci-fi
Sync,1.88,2,171645,7.5,2014-02-11,sci-fi
HENRi,1.426,6,171542,7.8,2013-02-26,sci-fi
Earthbound,2.418,8,170349,4.3,2013-03-15,sci-fi
Zygon: When Being You Just Isn't Enough,1.659,0,170075,0.0,2008-02-01,sci-fi
The Frankenstein Theory,3.825,46,169865,4.1,2013-03-01,sci-fi
"Angel, Alien and UFO Encounters from Another Dimension",0.845,0,169557,0.0,2012-01-01,sci-fi
H.G. Wells' The War of the Worlds,2.67,8,169230,5.4,2005-06-13,sci-fi
LFO,1.732,12,168758,6.8,2013-09-20,sci-fi
Cabás,0.6,0,168344,0.0,2012-11-15,sci-fi
Space Milkshake,5.24,21,167948,5.9,2012-10-26,sci-fi
Hibernation,0.84,2,167410,9.0,2005-02-10,sci-fi
The Wicksboro Incident,3.698,8,167078,4.1,2003-02-25,sci-fi
Big Ass Spider!,14.865,135,166822,5.5,2013-10-17,sci-fi
Jurassic Attack,5.224,26,166660,3.7,2012-02-22,sci-fi
Alpha Girls,4.035,5,166343,4.2,2013-08-31,sci-fi
Blood Predator,1.841,1,166080,2.0,2007-01-05,sci-fi
Baby Geniuses 3: Baby Squad Investigators,3.63,12,165340,3.5,2013-02-03,sci-fi
Abiogenesis,1.163,13,165181,5.4,2011-09-29,sci-fi
Outpost: Rise of the Spetsnaz,4.205,29,164377,5.4,2013-06-26,sci-fi
Spiders,6.7970000000000015,77,164331,4.1,2013-02-08,sci-fi
"C 299,792 km/s",0.957,3,163829,9.3,2013-01-28,sci-fi
The Centrifuge Brain Project,0.809,8,163703,7.4,2012-11-15,sci-fi
In the Pines,0.6,1,163380,5.0,2011-01-01,sci-fi
The Universe: How the Solar System was Made,0.636,0,162024,0.0,2011-11-08,sci-fi
The Universe: Nemesis - The Sun's Evil Twin,0.8740000000000001,1,162023,5.0,2011-11-01,sci-fi
The Oxbow Cure,1.186,3,161672,5.5,2013-08-23,sci-fi
Dangerous Worry Dolls,4.663,13,161326,3.6,2008-01-22,sci-fi
Hyperfutura,1.6469999999999998,2,161250,2.0,2013-01-18,sci-fi
Tasmanian Devils,4.197,18,160697,4.1,2013-01-31,sci-fi
R'ha,1.961,26,159370,6.2,2013-01-10,sci-fi
Virtually Heroes,2.822,0,159124,0.0,2013-01-18,sci-fi
Survival Code,3.907,19,158106,5.4,2013-01-11,sci-fi
Do You Have a Licence to Save this Planet?,0.6,0,157911,0.0,2001-01-01,sci-fi
Death Race: Inferno,12.789000000000001,421,156717,5.5,2013-01-04,sci-fi
I Heart Doomsday,1.094,0,155740,0.0,2011-10-01,sci-fi
Fractalus,1.4,0,155418,0.0,2005-12-21,sci-fi
Overtime,1.819,5,155182,5.7,2012-01-29,sci-fi
Aero-Troopers: The Nemeclous Crusade,3.655,0,154706,0.0,2003-01-01,sci-fi
PLURALITY,1.595,12,153701,6.0,2012-05-31,sci-fi
Memorize,0.6,2,153540,6.0,2013-01-01,sci-fi
Deep Freeze,3.34,9,152586,3.4,2003-01-01,sci-fi
Nuclear Family,3.16,5,152348,2.8,2012-10-15,sci-fi
Collision Course,4.669,17,151092,3.9,2012-03-27,sci-fi
Dirty Blondes from Beyond,10.187000000000001,3,150793,5.2,2012-05-04,sci-fi
Prometheus Trap,2.19,3,150061,2.2,2012-01-01,sci-fi
Subterano,1.423,4,150060,2.8,2003-01-01,sci-fi
PostHuman,2.5789999999999997,7,150059,6.1,2012-04-13,sci-fi
Jim,0.6,0,149874,0.0,2010-10-08,sci-fi
The 12 Disasters of Christmas,4.997,28,149722,3.1,2012-12-02,sci-fi
Voice Over,2.311,14,149535,7.0,2011-11-23,sci-fi
Blake's Junction 7,0.708,2,149450,7.0,2005-01-22,sci-fi
War of the Worlds the True Story,2.262,7,149234,4.3,2012-06-14,sci-fi
Easton's Article,2.6060000000000003,7,148343,5.1,2012-06-09,sci-fi
Cat Scratch Fever,0.6409999999999999,0,147333,0.0,2012-06-02,sci-fi
Another Kind,3.09,5,147182,5.0,2013-11-23,sci-fi
Dweller,0.6,1,147061,8.0,2001-08-04,sci-fi
U.F.O.,8.068999999999999,76,146631,3.2,2012-12-15,sci-fi
Ghost Storm,3.65,11,146028,4.4,2012-11-10,sci-fi
The Penitent Man,2.605,12,145932,5.3,2010-03-29,sci-fi
40 Days and Nights,6.7920000000000025,41,145738,3.0,2012-12-15,sci-fi
The Liberator,0.6,0,145717,0.0,2012-01-01,sci-fi
Monsters: Dark Continent,8.762,163,145221,4.4,2014-10-09,sci-fi
Robot Chicken: DC Comics Special,3.799,21,145174,7.8,2012-09-09,sci-fi
Rise of the Black Bat,3.272,8,145161,5.4,2012-12-06,sci-fi
I Am the Bluebird,0.6,0,144342,0.0,2009-04-07,sci-fi
Blood Red Planet,1.616,1,144086,6.0,2000-07-31,sci-fi
Rat Scratch Fever,2.48,1,143192,4.0,2011-02-26,sci-fi
A Number,1.393,6,142743,6.3,2008-09-10,sci-fi
95ers: Time Runners,3.399,26,142391,4.1,2013-02-14,sci-fi
Power Rangers Samurai: Clash of the Red Rangers - The Movie,4.305,15,141867,7.0,2011-11-26,sci-fi
Alienate,5.363,19,140491,3.9,2016-02-22,sci-fi
Radio Free Albemuth,3.6319999999999997,25,139406,5.1,2010-01-01,sci-fi
Wapakman,1.7730000000000001,2,138740,1.8,2009-12-25,sci-fi
Crawlspace,4.808,59,138496,4.7,2012-05-01,sci-fi
Girl vs. Monster,11.477,168,138038,6.3,2012-10-12,sci-fi
Three's A Shroud,0.629,1,137900,3.0,2012-07-13,sci-fi
They Crawl,4.3580000000000005,8,137749,4.9,2001-02-02,sci-fi
Uncanny,7.814,97,137333,6.4,2015-01-31,sci-fi
Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,3.145,5,137261,3.8,2011-08-06,sci-fi
Biohazard: Patient Zero,3.75,12,136972,5.0,2011-10-31,sci-fi
Pixels,2.676,41,136921,7.2,2010-04-01,sci-fi
Return to Nuke 'Em High Volume 1,6.121,32,136585,5.3,2013-05-16,sci-fi
Dragon Wasps,0.6,17,136568,3.4,2012-09-17,sci-fi
After the Dawn,0.84,1,136549,2.0,2012-04-22,sci-fi
Lego Star Wars: The Empire Strikes Out,6.0310000000000015,42,136406,6.7,2012-09-24,sci-fi
Alien Dawn,4.23,21,135877,2.4,2012-08-06,sci-fi
Record/Play,1.5959999999999999,5,135839,4.0,2012-09-21,sci-fi
Dublin 26.06.08: A Film in 4 Days,0.8059999999999999,0,135830,0.0,2008-06-29,sci-fi
Payload,1.025,3,135685,7.3,2011-06-21,sci-fi
Lake Placid: The Final Chapter,9.564,81,135309,4.6,2012-09-29,sci-fi
Yesterday,1.548,3,135251,4.0,2009-09-26,sci-fi
Firefly,2.502,4,135202,7.3,2005-06-11,sci-fi
Expiration,2.628,10,135064,5.3,2012-09-07,sci-fi
Void,0.919,0,134650,0.0,2009-05-11,sci-fi
Atlas Shrugged: Part II,10.55,73,134371,5.5,2012-10-12,sci-fi
For All Time,2.398,5,134196,6.4,2000-10-18,sci-fi
Snow Shark: Ancient Snow Beast,1.227,8,133953,3.3,2011-10-12,sci-fi
Re-Animator: 1942,0.6,2,133918,4.5,2008-04-25,sci-fi
Endangered Species,3.091,9,133831,4.8,2002-11-14,sci-fi
Tears of Steel,2.6460000000000004,28,133701,5.4,2012-09-25,sci-fi
Grounded,0.735,3,133571,5.3,2012-01-18,sci-fi
Super Cyclone,4.061,24,133454,3.5,2012-09-18,sci-fi
The Gift,1.7919999999999998,8,133194,6.6,2010-04-08,sci-fi
The Robinsons: Lost in Space,1.659,3,132772,6.0,2004-01-01,sci-fi
Arrowhead Signal,0.865,5,132535,5.4,2012-09-09,sci-fi
Alien Fury: Countdown to Invasion,2.779,4,131948,3.3,2000-04-21,sci-fi
Report 51,1.943,5,131885,1.7,2013-04-27,sci-fi
Aquanoids,1.911,5,131881,3.0,2003-02-02,sci-fi
Guardian of the Realm,2.9530000000000003,5,131123,2.6,2004-06-13,sci-fi
Time Travelers,0.633,0,130991,0.0,2012-10-13,sci-fi
The Corpse Grinders II,1.579,2,130018,3.5,2000-12-15,sci-fi
Sheared,0.6,0,129896,0.0,2011-01-01,sci-fi
Eternity,1.858,8,129399,4.3,2013-01-01,sci-fi
Loom,2.414,23,129374,5.6,2012-08-30,sci-fi
Destination: Mars,0.625,1,128977,5.0,2007-09-18,sci-fi
Arachnia,2.457,9,128866,2.8,2003-08-05,sci-fi
Canary,0.993,1,126253,4.0,2009-03-01,sci-fi
Invasions,0.6,0,125691,0.0,2009-01-01,sci-fi
Mantera,2.323,6,125675,2.8,2012-05-12,sci-fi
Antiviral,7.705,182,125490,5.8,2012-09-19,sci-fi
Hobgoblins 2,1.9280000000000002,2,125331,2.5,2009-06-23,sci-fi
Pixel Perfect,5.617000000000001,51,124117,5.3,2004-11-13,sci-fi
Jett Jackson: The Movie,3.575,9,124111,6.1,2001-06-08,sci-fi
Area 51 Confidential,1.7919999999999998,2,123814,3.0,2011-09-24,sci-fi
Electroshock,0.84,1,123805,5.0,2011-01-01,sci-fi
Sight,1.78,18,123337,6.7,2012-07-27,sci-fi
Sinbad: Beyond the Veil of Mists,3.964,12,123187,4.8,2000-03-24,sci-fi
Doppelganger,0.9840000000000001,2,122817,6.0,2001-04-21,sci-fi
The Ghostmaker,4.482,34,122372,5.1,2011-08-01,sci-fi
The Philadelphia Experiment,8.18,71,122293,4.6,2012-07-27,sci-fi
41,2.309,14,121803,5.9,2013-08-09,sci-fi
One Hundred Mornings,1.971,5,121662,4.6,2009-07-11,sci-fi
Camp Slaughter,1.284,3,121587,3.0,2004-01-17,sci-fi
Errors of the Human Body,5.426,36,121565,5.6,2012-09-23,sci-fi
Ice 2020,6.688,28,121442,5.9,2011-01-02,sci-fi
X-Men: The Legend of Wolverine,1.304,2,121133,9.0,2003-04-29,sci-fi
Jurassic Shark,4.065,46,120846,2.2,2012-09-21,sci-fi
The Secret Number,1.6740000000000002,11,120777,5.5,2012-06-15,sci-fi
The Awakened,1.2990000000000002,1,120749,4.0,2009-01-01,sci-fi
East,0.6,0,120740,0.0,2008-08-15,sci-fi
Three Inches,2.958,7,120370,6.0,2011-12-29,sci-fi
True Bloodthirst,8.379,28,120092,3.9,2012-07-14,sci-fi
Mass Effect: Paragon Lost,4.203,25,119685,6.3,2012-12-28,sci-fi
Marvel One-Shot: Item 47,14.985,240,119569,6.6,2012-09-13,sci-fi
Zombie 108,3.383,8,119471,4.5,2012-01-01,sci-fi
Paranormal Incident,2.665,10,118988,3.6,2011-10-31,sci-fi
L5,0.6,1,118723,5.0,2012-02-21,sci-fi
Love Wars,0.698,3,118676,7.0,2012-01-01,sci-fi
Titanoboa: Monster Snake,5.194,7,118664,6.7,2012-03-28,sci-fi
Space Battleship Yamato 2199,2.09,5,118410,7.3,2012-04-07,sci-fi
Earthkiller,5.316,9,118332,1.6,2011-02-02,sci-fi
Shadow People,1.432,3,118288,4.5,2011-01-01,sci-fi
Bigfoot,4.553,31,117856,3.0,2012-06-30,sci-fi
Maicching Machiko! Begins,0.6,0,117827,0.0,2005-01-01,sci-fi
The Canterville Ghost,0.6,0,117160,0.0,2002-01-01,sci-fi
Mermaids: The Body Found,1.472,11,117124,3.6,2012-05-27,sci-fi
The Facility,4.6530000000000005,20,117120,4.8,2012-06-23,sci-fi
Sharkman,3.556,11,117023,3.5,2001-01-01,sci-fi
Arachnoquake,5.519,36,116463,3.9,2012-06-23,sci-fi
Midori-ko,0.8440000000000001,0,116299,0.0,2011-09-24,sci-fi
The Tomorrow Man,1.214,1,116298,3.0,2002-04-05,sci-fi
The History of Future Folk,5.8729999999999976,34,115199,6.8,2012-06-15,sci-fi
Piranhaconda,8.56,42,115084,3.3,2012-06-16,sci-fi
Storage 24,6.119,74,114958,4.3,2012-06-29,sci-fi
Lost Woods,2.339,5,114730,3.8,2012-03-04,sci-fi
1313: Hercules Unbound!,1.867,3,114587,1.3,2012-07-01,sci-fi
Starship Troopers: Invasion,12.675,215,114478,5.7,2012-07-21,sci-fi
What Where,0.992,2,114469,6.5,2000-09-08,sci-fi
Prometheus Triumphant: A Fugue in the Key of Flesh,0.745,2,114131,5.5,2009-01-01,sci-fi
Interkosmos,0.7440000000000001,2,114044,6.0,2006-01-06,sci-fi
Jersey Shore Shark Attack,4.018,19,114003,4.2,2012-06-09,sci-fi
Lizard Boy,0.6,1,113984,2.0,2011-08-16,sci-fi
Savage,2.775,2,113678,7.0,2011-07-24,sci-fi
VGL-Hung!,1.805,4,113431,5.3,2007-01-01,sci-fi
Frankenstein Created Bikers,1.452,1,113323,6.0,2016-04-02,sci-fi
Alien Origin,3.665,15,113040,1.9,2012-06-12,sci-fi
Stranded,4.218,5,112648,3.8,2002-01-20,sci-fi
Keroro Gunso the Super Movie 3: Keroro vs. Keroro Great Sky Duel,0.812,4,112538,5.5,2008-03-10,sci-fi
Ghosts with Shit Jobs,1.836,1,112119,5.0,2012-05-07,sci-fi
Branded,5.759,113,112090,4.7,2012-09-06,sci-fi
Atlantis,1.213,0,112044,0.0,2008-09-19,sci-fi
The Collapsed,3.261,18,111901,3.8,2011-07-02,sci-fi
Experiment,3.1660000000000004,6,111438,4.4,2005-06-10,sci-fi
Android Insurrection,3.084,8,111234,1.7,2012-06-21,sci-fi
The 25th Reich,2.742,13,111208,4.5,2012-05-09,sci-fi
Iron Soldier,2.588,1,111196,1.0,2010-06-24,sci-fi
For the Cause,3.644,5,110977,4.1,2000-11-15,sci-fi
The Ride,0.6,3,110806,5.2,2003-11-02,sci-fi
Dark Fantasies,1.379,1,110673,6.0,2010-10-09,sci-fi
Gingerdead Man 3: Saturday Night Cleaver,3.049,17,110588,4.8,2011-09-13,sci-fi
Dark Waters,3.526,11,110545,4.2,2003-12-09,sci-fi
Spike,1.574,4,110530,2.8,2008-06-20,sci-fi
Descendents,3.4210000000000003,7,110372,4.7,2008-04-07,sci-fi
Plan 9.1 from Outer Space,0.6,1,110271,0.5,2009-05-15,sci-fi
Astronaut: The Last Push,4.296,37,110122,5.5,2012-06-01,sci-fi
New Alcatraz,5.081,24,110004,3.3,2001-05-21,sci-fi
Mega Scorpions,1.7990000000000002,3,109563,3.8,2003-03-28,sci-fi
Do Geese See God?,0.6,1,109198,6.0,2004-11-23,sci-fi
Monarch of the Moon,1.244,2,109128,4.5,2006-05-10,sci-fi
Housewives from Another World,3.16,7,108369,6.1,2010-05-06,sci-fi
Goobers!,1.37,0,107866,0.0,2012-05-22,sci-fi
Metal Man,3.6660000000000004,13,107185,1.8,2008-02-09,sci-fi
Ghost Recon: Alpha,4.945,54,107170,7.3,2012-05-03,sci-fi
The Eden Formula,3.028,3,107114,3.0,2006-09-01,sci-fi
Seattle Superstorm,4.797,24,107100,4.9,2012-03-31,sci-fi
Gagamboy,1.272,2,106926,6.0,2004-12-29,sci-fi
Re-Kill,4.96,47,106845,4.7,2015-10-16,sci-fi
Codependent Lesbian Space Alien Seeks Same,2.501,4,105538,3.5,2012-01-06,sci-fi
Mega Cyclone,4.68,22,105485,5.4,2011-12-29,sci-fi
Battlestar Galactica: The Plan,7.851,227,105077,6.7,2009-11-21,sci-fi
Frankie,1.896,5,104738,5.6,2011-06-01,sci-fi
Overturn: Awakening of the Warrior,0.6,0,104620,0.0,2013-03-14,sci-fi
Alien Tornado,5.705,22,104185,4.0,2012-04-21,sci-fi
1313: Bermuda Triangle,1.636,3,103710,2.0,2012-05-01,sci-fi
Adventures of Thunderstorm: Return of Thor,3.064,6,103696,2.0,2011-05-02,sci-fi
Hirokin: The Last Samurai,6.891,23,103551,3.9,2012-04-23,sci-fi
Zombie Night,2.951,8,102758,3.7,2003-10-16,sci-fi
Dark Watchers: The Women in Black,2.457,3,102156,1.7,2012-04-01,sci-fi
Mock Up on Mu,2.087,5,102039,6.0,2008-01-14,sci-fi
Hulk vs. Thor,8.054,102,101907,6.2,2009-01-27,sci-fi
Gravity was everywhere back then,0.6,1,101576,5.0,2010-05-10,sci-fi
Happy End,0.6,3,101259,4.3,2009-10-01,sci-fi
Phil the Alien,2.398,5,100983,4.6,2004-09-11,sci-fi
Swine,0.626,1,100689,6.0,2010-01-01,sci-fi
Destination: Infestation,4.106,10,100192,3.7,2007-07-02,sci-fi
Nazis at the Center of the Earth,5.8870000000000005,49,100089,3.4,2012-04-23,sci-fi
Time Kid,0.767,3,99953,5.7,2003-01-01,sci-fi
Marco Polo: Return to Xanadu,1.464,1,99927,8.0,2001-01-01,sci-fi
I Am Here....Now,4.703,18,99847,4.0,2009-12-01,sci-fi
Alien Opponent,3.004,9,99220,5.6,2011-08-05,sci-fi
Choker,3.343,5,99062,1.8,2005-10-10,sci-fi
Your Highness,0.6,4,98957,3.0,2010-01-01,sci-fi
9,5.494,159,98622,7.2,2005-04-21,sci-fi
Enter Nowhere,8.183,101,98568,6.6,2011-10-22,sci-fi
One Fall,1.308,1,98547,0.0,2016-09-09,sci-fi
Ratz,4.305,5,97930,6.3,2000-06-09,sci-fi
Terror Inside,5.2410000000000005,4,97636,3.3,2008-10-31,sci-fi
Extracted,7.46,121,97605,6.2,2012-03-10,sci-fi
The Snow Queen,1.9069999999999998,5,97054,4.8,2005-12-24,sci-fi
The Black Dawn,0.677,0,97026,0.0,2009-01-31,sci-fi
Resonnances,0.993,2,96974,3.5,2006-07-21,sci-fi
Grim,2.131,1,96970,4.0,2010-07-27,sci-fi
Defcon 2012,3.2230000000000003,6,96592,2.0,2010-02-28,sci-fi
WitchSlayer Gretl,4.63,10,96367,4.1,2012-02-25,sci-fi
First Invasion: The War of 1812,0.6,0,96323,0.0,2004-09-12,sci-fi
1313: UFO Invasion,1.999,3,95757,1.2,2012-04-03,sci-fi
Triassic Attack,6.05,27,95547,3.4,2010-11-27,sci-fi
The War of the Worlds: Live on Stage!,1.4,4,95523,6.8,2006-01-01,sci-fi
Phenomenon II,3.761,8,95190,5.3,2003-11-01,sci-fi
I'm Not Jesus Mommy,4.145,6,95056,4.0,2011-05-06,sci-fi
Angry Video Game Nerd: The Movie,6.525,83,94590,5.7,2014-07-21,sci-fi
Black Forest,3.635,13,94540,3.2,2012-02-24,sci-fi
Exaella,1.648,5,94205,5.1,2011-12-22,sci-fi
Animal,2.128,7,93407,4.7,2005-01-11,sci-fi
Out of the Blue,2.496,4,93122,7.3,2002-07-22,sci-fi
Kill Them and Eat Them,1.4,2,92992,6.0,2003-10-15,sci-fi
Time Freak,2.82,10,92968,7.0,2011-02-10,sci-fi
Abducted by the Daleks,1.445,4,92842,3.0,2005-11-01,sci-fi
Westender,0.6,1,92458,5.0,2004-12-14,sci-fi
Tape 407,6.395,53,92393,4.1,2012-04-27,sci-fi
Tierra: Infierno,0.703,2,91772,6.0,2003-01-01,sci-fi
Wendigo: Bound by Blood,2.242,3,90985,4.0,2010-09-24,sci-fi
Manticore,3.737,13,90840,4.5,2005-11-26,sci-fi
Locusts,2.327,9,90831,3.6,2005-04-24,sci-fi
Mysterious Island,6.002000000000002,16,90363,4.4,2010-01-01,sci-fi
Humans vs Zombies,3.69,12,90232,4.4,2011-11-11,sci-fi
A Little Bit Zombie,5.126,40,90118,5.3,2012-02-03,sci-fi
Jeremy Fink and the Meaning of Life,1.884,1,89894,3.0,2012-03-06,sci-fi
Universal Soldiers,3.161,12,89609,3.8,2007-08-07,sci-fi
Banner of the Stars,0.627,0,89496,0.0,2001-07-04,sci-fi
The Millennium Bug,3.737,13,89405,6.1,2011-06-03,sci-fi
Ashes,3.227,4,89369,5.3,2010-01-01,sci-fi
Deep Core,2.929,9,89068,4.0,2000-10-21,sci-fi
"OOO, Den-O, All Riders: Let's Go Kamen Riders",1.983,4,88568,5.1,2011-04-01,sci-fi
Numb,1.2409999999999999,1,88544,6.0,2003-01-01,sci-fi
Duct Wars: The Silver Enemy,0.6,0,87609,0.0,2000-04-23,sci-fi
Duct Wars: Forgotten Past,0.6,0,87598,0.0,2002-03-22,sci-fi
Duct Wars: Midnight Shadows,1.3419999999999999,0,87411,0.0,2004-03-16,sci-fi
Shadowplay,1.805,2,87397,4.5,2007-11-10,sci-fi
The Whisperer in Darkness,5.316,48,87178,6.5,2011-03-12,sci-fi
Destination Mars!,0.6,1,87146,6.0,2006-01-01,sci-fi
Miami Magma,4.135,21,86971,5.6,2011-12-01,sci-fi
Sound of My Voice,7.4510000000000005,196,86812,6.4,2011-01-22,sci-fi
2-Headed Shark Attack,10.149,98,86703,3.5,2012-06-26,sci-fi
11 Minutes Ago,1.631,6,86556,6.3,2007-04-26,sci-fi
MAID-DROID 2: Maidroid vs. Hostroids,0.9079999999999999,0,86355,0.0,2010-04-27,sci-fi
All Superheroes Must Die,2.241,19,86304,3.9,2011-10-26,sci-fi
Bad Girl Island,3.199,10,86235,4.4,2007-12-08,sci-fi
Collision Earth,4.313,23,85949,4.4,2011-03-24,sci-fi
GhostWatcher,1.9680000000000002,4,85873,3.8,2002-10-19,sci-fi
Alien Factor 2: The Alien Rampage,2.61,4,85865,3.9,2001-08-01,sci-fi
Trava: Fist Planet,2.375,10,85702,5.5,2003-05-03,sci-fi
Rage,2.742,5,85566,5.0,2010-05-01,sci-fi
Fifty Percent Grey,2.587,16,85358,6.5,2001-10-07,sci-fi
Archetype,1.638,6,85303,5.8,2011-06-03,sci-fi
Slow Action,2.088,7,85107,5.9,2010-01-01,sci-fi
Jacqueline Hyde,3.1660000000000004,6,85011,4.6,2005-10-01,sci-fi
Reboot - Daemon Rising,3.01,2,84963,9.5,2001-10-19,sci-fi
Able Edwards,0.823,1,84638,8.0,2004-03-15,sci-fi
Day X,1.888,2,84443,6.0,2005-11-10,sci-fi
The Day,9.858,150,84226,5.0,2011-09-15,sci-fi
Altitude Falling,0.7559999999999999,3,84216,2.3,2010-03-31,sci-fi
Grabbers,7.335,233,84204,6.1,2012-08-10,sci-fi
You Are Here,1.45,4,83934,6.7,2011-03-05,sci-fi
Sand Sharks,8.042,64,83896,3.4,2011-12-20,sci-fi
Avatar 3,7.49,0,83533,0.0,2023-12-21,sci-fi
Camel Spiders,5.495,19,83188,3.1,2011-03-04,sci-fi
The Terror Beneath,4.157,13,82756,4.3,2011-10-08,sci-fi
Lunopolis,3.062,17,82649,5.9,2009-01-01,sci-fi
Xtinction: Predator X,4.751,18,82628,3.3,2010-08-18,sci-fi
When Aliens Attack,1.561,2,82382,5.3,2011-09-12,sci-fi
Catherine Tate - Nan's Christmas Carol,1.771,8,82219,7.1,2010-11-29,sci-fi
This Is Not a Movie,2.109,11,82136,5.6,2011-01-28,sci-fi
Darkening Sky,2.9530000000000003,7,82018,4.6,2010-01-01,sci-fi
Teknolust,3.963,9,81540,4.7,2002-01-01,sci-fi
Lego Star Wars: Revenge of The Brick,2.3369999999999997,9,81234,6.3,2005-08-05,sci-fi
LEGO Star Wars: The Quest for R2-D2,1.194,13,81233,5.6,2009-06-27,sci-fi
Snowmageddon,4.621,24,81179,5.9,2011-12-10,sci-fi
Neverlost,2.5669999999999997,10,81032,5.7,2010-06-06,sci-fi
Dakota Bound,4.928,4,80793,7.8,2001-11-12,sci-fi
Misteri Jalan Lama,0.898,0,80770,0.0,2011-11-24,sci-fi
Alien Armageddon,3.83,18,80583,2.4,2011-11-06,sci-fi
Stargate SG-1: Children of the Gods,11.7,101,80527,7.3,2009-07-21,sci-fi
Second Nature,2.296,4,80520,4.9,2003-06-22,sci-fi
Galerions Rion,0.963,1,80394,6.0,2002-04-24,sci-fi
Storm War,4.545,17,80201,5.0,2011-11-26,sci-fi
A Russell Peters Christmas Special,3.0869999999999997,6,80170,4.2,2011-12-01,sci-fi
Earth's Final Hours,5.2860000000000005,36,80034,4.6,2011-05-31,sci-fi
Dark Rising 2:  Summer Strikes Back,2.309,4,79722,2.3,2011-08-09,sci-fi
Extinction: The G.M.O. Chronicles,4.258,22,79721,5.0,2011-01-01,sci-fi
The Lovers,4.2810000000000015,52,79698,4.7,2015-02-13,sci-fi
Aliens vs. Avatars,2.989,13,79582,2.3,2011-09-20,sci-fi
An Elf's Story,2.177,4,79579,3.1,2011-11-25,sci-fi
Gangland,3.31,4,79467,5.0,2001-01-01,sci-fi
Half-Life,1.5490000000000002,3,79203,5.7,2008-01-19,sci-fi
Lego Star Wars: Bombad Bounty,2.173,9,79158,5.8,2010-11-27,sci-fi
666: The Devil's Child,2.037,4,79062,2.8,2014-07-25,sci-fi
Sasquatch Mountain,3.507,7,78561,3.6,2006-09-09,sci-fi
Infest Wisely,1.342,0,78427,0.0,2007-01-01,sci-fi
