,Date_Released,Lifetime_Gross,Title,Subgenre
415,"May 1, 2009",179883157,X-Men Origins: Wolverine,Superhero
416,"Jul 22, 2011",176654505,Captain America: The First Avenger,Superhero
417,"Feb 10, 2017",175750384,The Lego Batman Movie,Superhero
418,"Jun 19, 1992",162831698,Batman Returns,Superhero
419,"Jul 14, 2000",157299718,X-Men,Superhero
420,"May 27, 2016",155442489,X-Men: Apocalypse,Superhero
421,"Jul 8, 2005",154696080,Fantastic Four,Superhero
422,"Nov 5, 2010",148415853,Megamind,Superhero
423,"Jun 3, 2011",146408305,X-Men: First Class,Superhero
424,"Apr 5, 2019",140371656,Shazam!,Superhero
425,"Mar 30, 1990",135265915,Teenage Mutant Ninja Turtles,Superhero
426,"Jun 13, 2008",134806913,The Incredible Hulk,Superhero
427,"Jun 27, 2008",134508551,Wanted,Superhero
428,"Dec 15, 1978",134218018,Superman,Superhero
429,"Jul 26, 2013",132556852,The Wolverine,Superhero
430,"Jun 20, 2003",132177234,Hulk,Superhero
431,"Jun 15, 2007",131921738,Fantastic 4: Rise of the Silver Surfer,Superhero
432,"Jun 17, 2011",116601172,Green Lantern,Superhero
433,"Feb 16, 2007",115802596,Ghost Rider,Superhero
434,"Jun 19, 1981",108185706,Superman II,Superhero
435,"Mar 6, 2009",107509799,Watchmen,Superhero
436,"Jun 20, 1997",107325195,Batman & Robin,Superhero
437,"Feb 14, 2003",102543518,Daredevil,Superhero
438,"Jan 14, 2011",98780042,The Green Hornet,Superhero
439,"Nov 22, 2000",95011339,Unbreakable,Superhero
440,"Jul 17, 1998",94095523,The Mask of Zorro,Superhero
441,"Mar 24, 2017",85364450,Power Rangers,Superhero
442,"Feb 7, 2020",84158461,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,Superhero
443,"Mar 22, 2002",82348319,Blade II,Superhero
444,"Jun 3, 2016",82051601,Teenage Mutant Ninja Turtles: Out of the Shadows,Superhero
445,"Mar 22, 1991",78656813,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Superhero
446,"Jul 11, 2008",75986503,Hellboy II: The Golden Army,Superhero
447,"Aug 21, 1998",70087718,Blade,Superhero
448,"Jun 7, 2019",65845974,X-Men: Dark Phoenix,Superhero
449,"Feb 3, 2012",64575175,Chronicle,Superhero
450,"Jul 29, 2005",63946815,Sky High,Superhero
451,"Jun 17, 1983",59950623,Superman III,Superhero
452,"Apr 2, 2004",59623958,Hellboy,Superhero
453,"Aug 7, 2015",56117548,Fantastic Four,Superhero
454,"Aug 1, 1997",54870175,Spawn,Superhero
455,"Dec 8, 2004",52411906,Blade: Trinity,Superhero
456,"Feb 17, 2012",51774002,Ghost Rider: Spirit of Vengeance,Superhero
457,"May 13, 1994",50693129,The Crow,Superhero
458,"Apr 16, 2010",48071303,Kick-Ass,Superhero
459,"Jun 21, 1991",46704056,The Rocketeer,Superhero
460,"Oct 28, 2005",46464023,The Legend of Zorro,Superhero
461,"Mar 19, 1993",42273609,Teenage Mutant Ninja Turtles III,Superhero
462,"Jul 23, 2004",40202379,Catwoman,Superhero
463,"Jun 30, 1995",38187431,Mighty Morphin Power Rangers: The Movie,Superhero
464,"May 1, 2015",459005868,Avengers: Age of Ultron,Robot
465,"Jun 24, 2009",402111870,Transformers: Revenge of the Fallen,Robot
466,"Jun 29, 2011",352390543,Transformers: Dark of the Moon,Robot
467,"Jul 3, 2007",319246193,Transformers,Robot
468,"Jun 27, 2014",245439076,Transformers: Age of Extinction,Robot
469,"May 23, 2014",233921534,X-Men: Days of Future Past,Robot
470,"Jun 27, 2008",223808164,WALL·E,Robot
471,"Nov 7, 2014",222527828,Big Hero 6,Robot
472,"Jul 3, 1991",204843345,Terminator 2: Judgment Day,Robot
473,"Jul 2, 2003",150371112,Terminator 3: Rise of the Machines,Robot
474,"Jul 16, 2004",144801023,"I, Robot",Robot
475,"Jun 21, 2017",130168683,Transformers: The Last Knight,Robot
476,"Mar 11, 2005",128200012,Robots,Robot
477,"Dec 21, 2018",127195589,Bumblebee,Robot
478,"Jun 8, 2012",126477084,Prometheus,Robot
479,"May 21, 2009",125322469,Terminator Salvation,Robot
480,"Jul 12, 2013",101802906,Pacific Rim,Robot
481,"Jul 23, 1999",97403112,Inspector Gadget,Robot
482,"Oct 6, 2017",92054159,Blade Runner 2049,Robot
483,"Nov 22, 1996",92027888,Star Trek: First Contact,Robot
484,"Jul 1, 2015",89760956,Terminator Genisys,Robot
485,"Feb 14, 2019",85710210,Alita: Battle Angel,Robot
486,"Oct 7, 2011",85468508,Real Steel,Robot
487,"Jun 29, 2001",78616689,A.I. Artificial Intelligence,Robot
488,"Nov 1, 2019",62253077,Terminator: Dark Fate,Robot
489,"Mar 23, 2018",59874525,Pacific Rim: Uprising,Robot
490,"Jun 11, 2004",59484742,The Stepford Wives,Robot
491,"Feb 12, 2014",58607007,RoboCop,Robot
492,"Dec 17, 1999",58223861,Bicentennial Man,Robot
493,"Jul 17, 1987",53424681,RoboCop,Robot
494,"Jun 22, 1990",45681173,RoboCop 2,Robot
495,"May 9, 1986",40697761,Short Circuit,Robot
496,"Mar 31, 2017",40563557,Ghost in the Shell,Robot
497,"Sep 25, 2009",38577772,Surrogates,Robot
498,"Oct 26, 1984",38371200,The Terminator,Robot
499,"Sep 17, 2004",37762677,Sky Captain and the World of Tomorrow,Robot
500,"Jul 10, 1992",36299898,Universal Soldier,Robot
501,"Mar 6, 2015",31569268,Chappie,Robot
502,"Jun 25, 1982",27580111,Blade Runner,Robot
503,"Apr 10, 2015",25442958,Ex Machina,Robot
504,"Aug 3, 1999",23159305,The Iron Giant,Robot
505,"Jul 8, 1988",21630088,Short Circuit 2,Robot
506,"Jun 1, 2018",11977130,Upgrade,Robot
507,"Nov 5, 1993",10696210,RoboCop 3,Robot
508,"Aug 20, 1999",10667893,Universal Soldier: The Return,Robot
509,"Apr 7, 1989",10166459,Cyborg,Robot
510,"Oct 10, 1986",8988731,Deadly Friend,Robot
511,"Jun 14, 1985",7840873,D.A.R.Y.L.,Robot
512,"Aug 24, 2018",6501381,A-X-L,Robot
513,"Aug 8, 1986",5849647,The Transformers: The Movie,Robot
514,"Sep 14, 1990",5728953,Hardware,Robot
515,"Jan 18, 1991",5451119,Eve of Destruction,Robot
516,"Aug 23, 1996",5107669,Solo,Robot
517,"Jan 31, 1986",4601256,Eliminators,Robot
518,"Aug 17, 2012",3325038,Robot & Frank,Robot
519,"May 11, 1990",2459895,Class of 1999,Robot
520,"Dec 18, 1981",2154696,Heartbeeps,Robot
521,"Jan 29, 1993",2001124,Nemesis,Robot
522,"Apr 10, 1987",1584970,Making Mr. Right,Robot
523,"Nov 21, 1990",1272977,Robot Jox,Robot
524,"Feb 13, 2004",131451,Robot Stories,Robot
525,"Mar 13, 2015",16738,Eva,Robot
526,"Nov 30, 2012",5460,Universal Soldier: Day of Reckoning,Robot
527,"Nov 22, 2013",424668047,The Hunger Games: Catching Fire,Future
528,"Mar 23, 2012",408010692,The Hunger Games,Future
529,"Nov 21, 2014",337135885,The Hunger Games: Mockingjay - Part 1,Future
530,"Nov 20, 2015",281723902,The Hunger Games: Mockingjay - Part 2,Future
531,"May 15, 2003",281576461,The Matrix Reloaded,Future
532,"Dec 14, 2007",256393010,I Am Legend,Future
533,"Oct 2, 2015",228433663,The Martian,Future
534,"Mar 3, 2017",226277068,Logan,Future
535,"Jul 11, 2014",208545589,Dawn of the Planet of the Apes,Future
536,"Jun 21, 2013",202359711,World War Z,Future
537,"Nov 5, 2014",188020017,Interstellar,Future
538,"Mar 31, 1999",171479930,The Matrix,Future
539,"Nov 13, 2009",166112167,2012,Future
540,"May 15, 2015",153636354,Mad Max: Fury Road,Future
541,"Mar 21, 2014",150947895,Divergent,Future
542,"Jul 14, 2017",146880162,War for the Planet of the Apes,Future
543,"Jul 16, 2004",144801023,"I, Robot",Future
544,"Nov 5, 2003",139313948,The Matrix Revolutions,Future
545,"Mar 29, 2018",137690172,Ready Player One,Future
546,"Jun 21, 2002",132072926,Minority Report,Future
547,"Mar 20, 2015",130179072,Insurgent,Future
548,"Jun 8, 2012",126477084,Prometheus,Future
549,"May 21, 2009",125322469,Terminator Salvation,Future
550,"Jun 1, 1990",119394840,Total Recall,Future
551,"Nov 22, 1989",118450002,Back to the Future Part II,Future
552,"Jun 12, 2013",101470202,This Is the End,Future
553,"Dec 21, 2016",100014699,Passengers,Future
554,"Jan 15, 2010",94835059,The Book of Eli,Future
555,"Oct 6, 2017",92054159,Blade Runner 2049,Future
556,"Apr 19, 2013",89107235,Oblivion,Future
557,"Jul 28, 1995",88246220,Waterworld,Future
558,"Feb 14, 2019",85710210,Alita: Battle Angel,Future
559,"Oct 7, 2011",85468508,Real Steel,Future
560,"Sep 18, 2015",81697192,Maze Runner: The Scorch Trials,Future
561,"Jul 1, 2016",79213375,The Purge: Election Year,Future
562,"Jun 29, 2001",78616689,A.I. Artificial Intelligence,Future
563,"Oct 2, 2009",75590286,Zombieland,Future
564,"Jul 18, 2014",71962800,The Purge: Anarchy,Future
565,"Mar 17, 2006",70511035,V for Vendetta,Future
566,"Apr 3, 1998",69117629,Lost in Space,Future
567,"Sep 28, 2012",66486205,Looper,Future
568,"Feb 1, 2013",66380662,Warm Bodies,Future
569,"Mar 18, 2016",66184051,Allegiant,Future
570,"Jun 7, 2013",64473115,The Purge,Future
571,"May 9, 1997",63820180,The Fifth Element,Future
572,"Mar 19, 2004",59020957,Dawn of the Dead,Future
573,"Aug 3, 2012",58877969,Total Recall,Future
574,"Feb 12, 2014",58607007,RoboCop,Future
575,"Dec 17, 1999",58223861,Bicentennial Man,Future
576,"Oct 8, 1993",58055768,Demolition Man,Future
577,"Jan 26, 2018",58032443,Maze Runner: The Death Cure,Future
578,"Dec 29, 1995",57141459,12 Monkeys,Future
579,"Dec 25, 2003",53790451,Paycheck,Future
580,"Jun 27, 2003",45064915,28 Days Later...,Future
581,"Jul 12, 2002",43061982,Reign of Fire,Future
582,"Dec 7, 1984",40400657,2010,Future
583,"Nov 13, 1987",38122105,The Running Man,Future
584,"Oct 28, 2011",37520095,In Time,Future
585,"Jul 12, 1985",36230219,Mad Max Beyond Thunderdome,Future
586,"Jul 22, 2005",35818913,The Island,Future
587,"Dec 25, 2006",35552383,Children of Men,Future
588,"Jun 30, 1995",34693481,Judge Dredd,Future
589,"Nov 17, 2000",34604280,The 6th Day,Future
590,"Nov 21, 1990",30669413,Predator 2,Future
591,"May 11, 2007",28638916,28 Weeks Later,Future
592,"Jun 25, 1982",27580111,Blade Runner,Future
593,"Aug 15, 1997",26673242,Event Horizon,Future
594,"Dec 2, 2005",25874337,Æon Flux,Future
595,"Dec 18, 2013",25568251,Her,Future
596,"Aug 9, 1996",25477365,Escape from L.A.,Future
597,"Jul 10, 1981",25244626,Escape from New York,Future
598,"Oct 7, 1988",25216243,Alien Nation,Future
599,"May 21, 1982",23667907,Mad Max 2: The Road Warrior,Future
600,"Aug 29, 2008",22532572,Babylon A.D.,Future
601,"May 26, 1995",19075720,Johnny Mnemonic,Future
602,"Mar 3, 2006",18535812,Ultraviolet,Future
603,"Dec 25, 1997",17626234,The Postman,Future
604,"Jan 17, 1992",17129026,Freejack,Future
605,"Oct 23, 1998",14594226,Soldier,Future
606,"Apr 13, 2012",14326864,Lockout,Future
607,"Oct 3, 2014",14019924,Left Behind,Future
608,"Mar 19, 2010",13794835,Repo Men,Future
609,"Oct 24, 1997",12532777,Gattaca,Future
610,"Jun 1, 2018",11977130,Upgrade,Future
611,"Mar 14, 2008",11008770,Doomsday,Future
612,"Dec 18, 1985",9929135,Brazil,Future
613,"Mar 21, 1980",8750000,Mad Max,Future
614,"Dec 14, 1984",8430492,1984,Future
615,"Nov 25, 2009",8117000,The Road,Future
616,"Oct 6, 1995",7959291,Strange Days,Future
617,"Mar 15, 2019",5958315,Captive State,Future
618,"Oct 19, 1990",5835247,Night of the Living Dead,Future
619,"Sep 14, 1990",5728953,Hardware,Future
620,"Jan 26, 1996",5711695,Screamers,Future
621,"Jul 19, 1985",5000000,Day of the Dead,Future
622,"Mar 9, 1990",4960385,The Handmaid's Tale,Future
623,"Jun 27, 2014",4563650,Snowpiercer,Future
624,"Mar 31, 1995",4064495,Tank Girl,Future
625,"Jul 20, 2007",3675753,Sunshine,Future
626,"Aug 17, 2012",3325038,Robot & Frank,Future
