,title,popularity,vote_count,id,vote_average,release_date,genre_ids
14,Present Tense,0.6,0,360177,0.0,2013-07-10,"[35, 878, 10749]"
15,Dominion,3.6719999999999997,4,359785,3.8,2015-09-14,"[28, 53, 878]"
16,Caprica,0.6,1,359250,7.0,2009-04-21,"[28, 18, 878]"
17,Embers,5.902,42,358644,5.5,2015-09-18,"[18, 878]"
18,NO-A,0.6,3,358622,4.7,2015-09-02,[878]
19,Cat Girl,0.847,0,358260,0.0,2008-09-12,[878]
0,Aimy in a Cage,4.229,10,358238,4.8,2016-01-08,"[18, 14, 878]"
1,Darkfall Resurrection,0.8640000000000001,0,357707,0.0,2013-01-03,"[878, 10749]"
2,Phoenix Point,1.242,1,357705,1.0,2005-01-20,[878]
3,Star Wars: The New Republic Anthology,0.6,2,357450,7.0,2015-09-01,"[14, 28, 878, 12]"
4,Worlds Apart,0.779,3,357414,6.3,2013-04-05,[878]
5,The Hollow One,3.55,10,356787,4.5,2015-05-01,"[27, 878, 53]"
6,I Am Alone,1.6269999999999998,5,356555,5.9,2015-10-30,"[18, 27, 878]"
7,The Synthetic Man,0.6,0,356444,0.0,2013-10-12,"[14, 27, 878]"
8,Sea Devil,1.283,3,356424,5.7,2015-05-02,"[27, 878]"
9,Dark By Noon,1.971,7,356266,3.8,2013-05-06,"[18, 53, 878]"
10,There,1.216,0,355760,0.0,2015-01-01,"[18, 878, 10752]"
11,Martian Land,5.256,27,355309,3.0,2015-10-06,"[28, 12, 27, 878]"
12,Devil's Gate,11.473,102,355193,4.7,2017-04-24,"[27, 878, 53]"
13,Sense8: Creating the World,6.114,21,355131,8.2,2018-06-08,"[99, 878]"
14,The Terminator: Hunters and Killers,0.6,0,354941,0.0,2006-12-05,"[28, 16, 14, 878]"
15,Red Kill Zone,0.962,1,354902,5.0,2015-08-17,"[28, 878]"
16,Regular Show: The Movie,8.852,72,354857,7.3,2015-09-01,"[16, 35, 878, 10770]"
17,Fonotune: An Electric Fairytale,1.235,0,354822,0.0,2018-05-14,"[878, 18, 12, 35, 10402]"
18,Point B,0.6,1,354664,6.5,2015-08-14,"[35, 878]"
19,Doctor Who: Seasons of War,0.6,0,354394,0.0,2015-01-30,[878]
0,The Osiris Child,13.954,260,354282,5.2,2016-02-17,[878]
1,The Garden,0.629,1,354271,9.0,2015-08-08,"[878, 12]"
2,Timelike,0.9990000000000001,1,354208,5.0,2015-07-28,[878]
3,Night of the Chupacabra,1.6880000000000002,0,354136,0.0,2005-03-04,"[27, 878]"
4,Cloak & Shag Her,0.6,2,354107,6.0,2008-01-29,"[28, 878]"
5,She Alien,1.969,0,354097,0.0,2009-06-06,[878]
6,The Girl from Outer Space,0.6,0,354095,0.0,2009-06-15,[878]
7,Sex Wars,0.6559999999999999,0,354094,0.0,2008-06-15,[878]
8,Invaders,0.6,0,354093,0.0,2008-09-01,[878]
9,Alien Babes,0.629,0,354091,0.0,2009-04-05,[878]
10,Alien Ecstasy,1.435,0,354090,0.0,2009-07-04,[878]
11,Butterscotch: I Am Not a Ghost,0.6,0,354087,0.0,2000-02-16,"[12, 35, 878]"
12,Butterscotch: Butterscotch Over Berlin,0.6659999999999999,0,354086,0.0,2000-02-02,"[12, 35, 878]"
13,Butterscotch: Lost But Found,0.6,0,354081,0.0,2000-01-19,"[35, 878]"
14,Lust in Space: The Erotic Witch Project IV,2.209,1,354079,1.0,2005-06-15,"[35, 27, 878]"
15,Butterscotch: Power Flower,1.216,0,354073,0.0,2000-01-26,"[35, 878]"
16,Sex and the Single Alien,0.6,0,354070,0.0,2015-03-20,"[35, 878]"
17,Alien Hunger,2.29,4,354039,2.1,2014-08-11,"[35, 27, 878]"
18,Energy Hunter,0.6,1,353982,6.0,2005-11-29,"[878, 12]"
19,Shoes,0.6,0,353627,0.0,2016-02-01,"[18, 878, 10749]"
0,"I'm You, Dickhead",0.7859999999999999,5,353544,7.9,2014-07-31,"[35, 878]"
1,The Rocket List,0.6,0,353420,0.0,2015-04-03,"[878, 12, 18]"
2,Alienated,2.388,3,353314,2.8,2015-09-01,"[18, 878, 53]"
3,Fire Twister,4.589,17,353267,5.1,2015-08-06,"[28, 12, 878, 53]"
4,Earthfall,5.1720000000000015,26,353257,4.0,2015-06-22,"[28, 878]"
5,Sisters of the Plague,2.946,2,353093,3.0,2015-07-12,"[878, 18, 27, 9648]"
6,Dog Men,0.6,1,352998,5.0,2015-08-20,[878]
7,Xenoa 2: Clash of the Bloods,0.6,0,352811,0.0,2012-11-12,"[12, 878]"
8,Xenoa,0.6,0,352743,0.0,2007-08-22,"[28, 14, 878]"
9,5th Passenger,5.961,21,352548,4.7,2018-05-30,"[878, 10770]"
10,Star Trek Secret Voyage: Whose Birth These Triumphs Are,2.055,1,352545,5.0,2012-08-08,[878]
11,Drakken,0.848,0,352485,0.0,2014-11-17,[878]
12,Stealing Time,1.432,6,352481,6.5,2015-04-25,[878]
13,Shut-Eye,0.6,0,352468,0.0,2014-11-17,[878]
14,Gear,0.6,0,352459,0.0,2014-11-17,[878]
15,Memory 2.0,0.84,0,352457,0.0,2014-11-17,"[878, 10749]"
16,U.F.Oh Yeah,0.963,9,352148,5.9,2015-04-02,"[35, 878]"
17,The Dead Zone,4.242,16,352128,8.0,2002-11-05,"[18, 878, 53, 10770]"
18,Parallax,0.893,0,352034,0.0,2014-10-16,[878]
19,The Shaman,2.199,10,351863,7.4,2015-04-18,"[53, 878, 18]"
0,Revenge of the Spacemen,0.946,1,351803,1.0,2014-10-04,"[35, 27, 878]"
1,Future Justice,2.14,2,351381,5.0,2014-05-18,"[28, 878]"
2,Dex Hamilton and the Doomsday Swarm,0.6,0,351240,0.0,2012-09-01,"[12, 16, 878, 10751]"
3,Palm Rot,0.6,2,350727,10.0,2015-01-24,[878]
4,Eidolon,0.6,0,349288,0.0,2015-04-08,[878]
5,Biohazardous,1.9909999999999999,3,349165,3.3,2001-05-11,"[28, 27, 9648, 878]"
6,The Arti: The Adventure Begins,1.129,1,349136,6.0,2015-07-19,"[16, 14, 878]"
7,Roboshark,3.84,25,349135,3.8,2015-07-23,"[53, 28, 878, 10770]"
8,Wrecked,0.84,1,349107,6.0,2013-04-19,"[9648, 878]"
9,Parallel,0.601,0,348927,0.0,2015-05-20,"[878, 10749]"
10,Savage Season,0.889,0,348855,0.0,2001-07-15,[878]
11,Spectropia,0.6,0,348806,0.0,2006-01-06,[878]
12,Story of R32,0.6,0,348776,0.0,2014-12-13,"[18, 878]"
13,The Most Beautiful Day,1.4,4,348747,7.0,2015-02-14,"[12, 14, 878]"
14,The Long Slow Flight of the Ashbot,0.628,1,348671,5.0,2015-03-04,[878]
15,The Leap,0.9690000000000001,5,348641,7.7,2015-03-27,"[18, 878, 53]"
16,Free Zone,0.6,1,348629,5.0,2013-05-01,[878]
17,The Specter,0.8420000000000001,0,348616,0.0,2005-07-09,"[28, 878]"
18,Domonic,0.631,1,348546,5.0,2014-07-13,[878]
19,Monsura Is Waiting,0.6,0,348522,0.0,2014-04-04,"[18, 878]"
0,Red Rover,0.919,2,348514,6.0,2015-10-30,"[18, 878]"
1,Call Back,0.6,1,348492,5.0,2013-10-01,"[53, 878]"
2,Beyond,1.569,4,348489,6.0,2013-08-19,[878]
3,The Trail's End,0.6,0,348446,0.0,2014-12-04,"[18, 878]"
4,Interview With A Time Traveler,0.996,2,348425,5.5,2014-07-02,[878]
5,3 Minutes,0.989,2,348161,3.5,2011-01-10,"[878, 28]"
6,Juliet,0.918,2,347909,7.5,2015-07-08,"[18, 878]"
7,The Gateway,4.357,14,347855,4.9,2015-11-19,"[27, 9648, 878]"
8,Zombie Shark,7.018,24,347849,4.4,2015-07-20,"[27, 878, 10770]"
9,The Sand,15.392,74,347847,4.3,2015-08-28,"[27, 878]"
10,Thresher,0.6579999999999999,2,347679,6.5,2014-10-13,"[27, 878]"
11,Containment,6.0539999999999985,58,347548,5.2,2015-07-09,"[27, 878, 53]"
12,Chaos on the Bridge,4.811,27,347497,7.2,2015-08-25,"[10770, 99, 878]"
13,1 + 1 = 11,0.6,0,347428,0.0,2015-06-21,[878]
14,The Cannibal in the Jungle,3.587,3,347423,4.7,2015-04-27,"[80, 27, 878]"
15,The Subjects,4.4460000000000015,30,347258,5.2,2015-10-08,"[878, 53]"
16,Help,1.079,3,347199,7.0,2014-07-29,"[28, 27, 878]"
17,Mantis,0.6,1,347131,4.0,2003-07-01,"[878, 16]"
18,Scorched Earth,8.007,52,347111,5.4,2018-02-02,"[28, 878]"
19,Jurassic Prey,3.778,13,347064,3.4,2015-06-23,"[878, 28, 27]"
0,Native,3.594,10,347030,6.2,2018-02-23,"[878, 18]"
1,The Mourning,3.2489999999999997,5,346963,4.3,2015-03-17,"[18, 9648, 878, 53]"
2,Solar,0.6,1,346906,5.0,2007-07-01,"[16, 878]"
3,Contact,0.6,0,346854,0.0,2014-01-01,[878]
4,Fixed: The Science/Fiction of Human Enhancement,1.227,0,346840,0.0,2013-11-24,"[99, 18, 36, 878]"
5,Pandemic,13.796,168,346651,4.6,2016-02-26,"[28, 27, 878, 53]"
6,Thunder Lord,0.6,0,346593,0.0,2016-11-10,"[878, 28, 14]"
7,The Zohar Secret,2.677,14,346472,4.4,2015-01-01,"[35, 18, 878]"
8,"End of Days, Inc.",4.882,11,346347,5.4,2015-04-24,"[35, 878]"
9,Bailout!,0.6,0,346346,0.0,2011-09-11,"[27, 878, 53]"
10,Love Like Aliens,0.6,1,346330,3.0,2011-06-26,"[16, 14, 10402, 878]"
11,Los SuperMartínez,0.6,1,346266,4.0,2011-04-05,[878]
12,85.12.30,0.879,1,346264,5.0,2012-07-26,"[35, 878]"
13,God of Thunder,4.893,8,346256,5.2,2015-05-06,[878]
14,A Lifestory,0.6,1,346218,6.0,2013-06-25,"[878, 16]"
15,Azarkant,0.6,3,346175,7.3,2013-11-01,"[27, 16, 878]"
16,KillerSaurus,1.0590000000000002,3,346093,3.0,2015-09-06,"[27, 878]"
17,Unleashed,5.037,29,345937,6.7,2017-08-25,"[10749, 35, 878]"
18,Rupture,9.794,153,345925,5.0,2016-11-04,"[878, 53]"
19,Space Quest,0.6,0,345541,0.0,2015-05-28,"[35, 878]"
0,Polder,2.5610000000000004,2,345460,4.5,2015-07-07,"[18, 878]"
1,Emmanuelle Through Time: Emmanuelle's Supernatural Sexual Activity,12.012,2,345330,8.3,2012-06-02,"[35, 14, 878]"
2,Emmanuelle Through Time: Emmanuelle's Forbidden Pleasures,3.613,2,345167,3.5,2012-06-12,"[35, 14, 878]"
3,Bernice Summerfield: Dead and Buried,0.6,0,344716,0.0,2010-08-31,[878]
4,Enemy Empire,1.99,4,344656,4.1,2013-12-27,"[12, 14, 878, 37]"
5,Assumption of Risk,1.515,1,344332,6.0,2014-03-28,"[9648, 878, 53]"
6,Sharktopus vs. Whalewolf,7.865,33,344147,3.5,2015-07-19,"[28, 12, 35, 878, 53, 10770]"
7,Dual City,0.6,0,344098,0.0,2015-03-09,[878]
8,Moon Dust,1.861,1,344089,5.0,2015-07-10,"[35, 878]"
9,Dilemma,0.6,1,343868,8.5,2013-04-03,"[878, 28]"
10,Identicals,3.535,16,343724,4.1,2015-06-20,[878]
11,Probable Robot,0.6,1,343191,1.0,2015-09-01,"[35, 878]"
12,Man Vs.,3.96,37,343112,5.3,2015-06-02,"[53, 878, 27]"
13,Mega Shark vs. Kolossus,5.301,25,343097,3.6,2015-06-18,"[28, 27, 878, 53]"
14,Flight World War II,4.335,17,343070,4.7,2015-06-02,"[28, 878, 10752]"
15,3-Headed Shark Attack,10.483,81,342927,3.7,2015-10-09,"[878, 28, 27]"
16,Artichokes Piranha from the Prehistoric Abyss,0.6,0,342689,0.0,2014-12-01,"[35, 14, 878]"
17,The Garage,0.6,0,342687,0.0,2014-10-16,"[27, 9648, 878, 53]"
18,Killed by Lightning,0.907,1,342686,8.0,2002-06-27,"[18, 878]"
19,Whipping Boy,0.6,0,342683,0.0,2014-12-03,"[28, 18, 878]"
0,Welcome to Willits: After Sundown,1.185,1,342681,6.0,2013-11-11,"[27, 878]"
1,Strings,0.8490000000000001,0,342603,0.0,2015-05-31,"[28, 878]"
2,I Am The Flash,0.6,1,341998,10.0,2015-05-26,"[28, 35, 878]"
3,Blue Solace,0.6,0,341993,0.0,2015-01-21,"[878, 14]"
4,June,5.178,35,341886,3.8,2015-08-01,"[27, 878]"
5,Predator: Dark Ages,4.577,42,341870,5.6,2015-05-23,"[28, 878]"
6,White Room,0.6,0,341857,0.0,2010-01-01,"[16, 27, 878]"
7,Virtual Girl 2: Virtual Vegas,2.864,1,341847,2.0,2001-11-10,[878]
8,Silicon;BootDrive,0.6,1,341783,6.0,2013-09-10,"[53, 9648, 878]"
9,How to Talk to Girls at Parties,10.623,204,341689,6.3,2017-10-06,"[35, 10402, 878, 10749]"
10,Attack Of The Octopus People,0.6,0,341650,0.0,2010-06-29,"[27, 878]"
11,Swingers,0.6,1,341604,7.0,2009-11-10,"[35, 14, 878]"
12,Orion,2.02,1,341036,5.0,2015-08-01,"[28, 18, 878]"
13,Rotor,0.6,1,340877,8.0,2015-04-22,"[18, 878, 53]"
14,RZ-9,5.377999999999999,7,340835,3.3,2015-08-17,"[28, 878]"
15,FUTURESTATES: Code Academy,2.423,2,340792,5.0,2014-04-06,[878]
16,The 56 Year Old Boy,1.105,0,340782,0.0,2014-03-02,"[878, 18]"
17,Stray Dog,0.883,0,340780,0.0,2013-11-15,"[35, 18, 878]"
18,PROBE: When to Die,1.5330000000000001,0,340773,0.0,2015-04-01,[878]
19,Super Hell 3,0.6759999999999999,0,340646,0.0,2014-10-31,"[35, 27, 878]"
0,Super Hell 2,0.6,0,340639,0.0,2008-10-31,"[35, 27, 878]"
1,Super Hell,0.918,1,340625,2.0,2004-10-31,"[35, 27, 878]"
2,Zombie Cats from Mars,1.733,3,340452,3.7,2015-05-05,"[27, 878]"
3,Danny Johnson Saves the World,1.859,0,340212,0.0,2015-05-20,"[878, 10751]"
4,The New Mutants,10.068,0,340102,0.0,2020-12-31,"[28, 27, 878]"
5,Truth,2.39,6,340001,3.6,2015-01-01,"[27, 878, 53]"
6,The Motherhood Archives,0.6,0,339755,0.0,2013-10-01,"[99, 878]"
7,San Andreas Quake,8.443,124,339533,3.7,2015-05-19,"[28, 878, 10770]"
8,Tremors 5: Bloodlines,10.697,196,339530,5.0,2015-10-06,"[28, 27, 878]"
9,State Zero,1.4,5,339254,5.2,2015-03-31,[878]
10,Death Machine: The Fall of London,1.07,3,339224,1.8,2015-01-01,"[28, 878]"
11,Worm,4.3610000000000015,5,338713,5.8,2014-08-12,"[878, 27, 10749]"
12,Actiongirls: Soldiers of the Dead - Part 1,2.382,2,338677,3.5,2007-01-01,"[28, 878]"
13,Extinction,10.425999999999998,354,338676,5.7,2015-08-07,"[18, 27, 878]"
14,Reaver,1.4,2,337857,4.0,2013-12-13,"[18, 27, 878]"
15,Star Wars Rebels: The Siege of Lothal,3.58,36,337755,8.1,2015-04-18,"[28, 12, 16, 878]"
16,Invisible Centerfolds,1.4,1,337739,7.0,2015-05-03,"[35, 878]"
17,Flesh of my Flesh,1.388,0,337692,0.0,2015-04-25,"[28, 27, 878]"
18,Anthem,0.705,1,337574,5.0,2007-01-01,[878]
19,Flatland,2.919,8,337550,6.5,2007-01-01,"[16, 878]"
0,Doctor Who Anime ドクター・フーのファン・アニメ,0.9940000000000001,1,337429,9.5,2011-06-01,"[16, 878]"
1,Another Time,4.354,11,337426,6.0,2018-04-24,"[35, 18, 878, 10749, 10770]"
2,Next Door,0.6,0,337357,0.0,2014-01-01,"[28, 878, 35]"
3,Cowboys vs. Dinosaurs,4.604,26,337208,3.9,2015-05-19,"[878, 28]"
4,The Wisdom Tree,1.851,0,337055,0.0,2013-12-07,"[18, 9648, 878]"
5,The OceanMaker,2.033,8,336893,7.9,2014-08-24,"[18, 28, 16, 878]"
6,The Encounter,5.587999999999999,19,336850,3.7,2015-06-02,"[27, 878]"
7,Moonless,0.6,0,336764,0.0,2012-01-01,"[878, 9648]"
8,Collision Point: The Race to Clean Up Space,1.8,3,336630,6.2,2014-02-25,[878]
9,Origin: A Call to Minds,0.603,0,336280,0.0,2015-01-01,"[16, 14, 878]"
10,The Mind's Eye,5.625,48,336265,5.0,2015-08-05,"[28, 27, 878]"
11,Infini,0.6,1,336024,7.0,2002-08-01,[878]
12,Circle,13.395999999999999,1036,335866,6.0,2015-05-28,"[18, 9648, 878, 53]"
13,Sharkansas Women's Prison Massacre,6.393,26,335409,4.8,2015-11-04,"[28, 27, 878, 10770]"
14,The Summit,0.6,0,335267,0.0,2013-08-18,"[878, 28, 18]"
15,Doctor Who: Voyage of the Damned,7.599,114,335209,7.8,2007-12-25,"[878, 10770]"
16,Battle For SkyArk,6.356,42,335077,3.9,2015-05-18,"[10751, 878, 28, 12]"
17,The Protokon,1.05,1,334974,8.0,2015-10-31,"[18, 14, 878]"
18,Nightmare Code,4.1530000000000005,9,334894,4.8,2014-01-01,"[27, 878, 53]"
19,Mirza the Miraculous,0.6,0,334544,0.0,2015-04-05,[878]
0,Atrium,0.6,0,334342,0.0,2014-03-14,"[18, 878]"
1,Fragment,0.6,0,334253,0.0,2015-04-02,[878]
2,Stellar Chronicles,0.885,0,334005,0.0,2014-10-31,[878]
3,Critters: Bounty Hunter,2.207,19,333993,5.2,2014-12-22,"[27, 878, 53]"
4,The Sighting,1.939,3,333683,4.8,2015-03-28,"[18, 9648, 878]"
5,The Shells,0.601,0,333680,0.0,2015-03-27,"[27, 878]"
6,The Girl from Tomorrow,0.6,0,333627,0.0,2014-02-13,"[10749, 878]"
7,Road Wars,3.774,16,333545,3.2,2015-05-05,"[28, 878]"
8,Atropa,0.6,0,333507,0.0,2015-01-09,[878]
9,The Leviathan,1.4269999999999998,2,333485,8.8,2015-03-16,"[28, 878]"
10,The Man Who Used to Be Me,1.492,2,333341,5.5,2000-06-16,"[878, 53]"
11,Magnetic,1.977,2,333333,8.5,2015-03-29,"[12, 14, 878]"
12,Adventurados,1.4,0,333301,0.0,2015-02-12,"[12, 35, 878]"
13,Starfire Mutiny,0.965,0,333168,0.0,2002-09-24,"[28, 14, 878, 53]"
14,Jackrabbit,4.032,14,333123,4.4,2015-04-18,"[18, 878, 53]"
15,Tetro Rouge,0.878,1,332776,7.0,2015-03-26,"[12, 878]"
16,The Scopia Effect,3.209,11,332662,5.1,2014-11-01,"[53, 27, 878]"
17,Star Trek - Aurora,0.684,3,332626,9.2,2011-11-10,[878]
18,400 Days,9.014,330,332502,4.3,2015-10-29,"[9648, 878, 53]"
19,Star Wars: TIE Fighter,3.85,67,332479,8.0,2015-03-24,"[878, 28, 16]"
0,Metamorfosia,0.932,1,332294,5.0,2014-08-01,"[27, 878]"
1,Movement + Location,0.8859999999999999,1,332215,7.0,2014-05-31,"[18, 878]"
2,Robo-Dog,2.786,8,332212,4.9,2015-01-01,"[878, 10751]"
3,2019: A Future Imagined,1.093,0,332175,0.0,2008-12-01,[878]
4,Sundays,2.309,13,331985,5.7,2015-03-23,[878]
5,Rouge Fougère,0.909,2,331827,0.0,2015-06-05,"[27, 10402, 878]"
6,Nocturne Six,0.9940000000000001,2,331802,3.0,2014-04-26,"[53, 27, 878]"
7,Haphead,2.044,8,331780,3.5,2015-01-22,[878]
8,Grave Shivers,1.848,6,331677,5.8,2015-03-20,"[27, 9648, 878]"
9,The Anachronism,0.6,1,331669,3.0,2008-03-22,[878]
10,Listening,8.421,53,331592,5.8,2015-09-11,"[18, 878, 53]"
11,Sharknado 3: Oh Hell No!,11.807,296,331446,4.5,2015-07-22,"[28, 12, 35, 878, 10770]"
12,Battle of the Colossal Women,0.6,2,331250,4.5,2003-03-18,[878]
13,Time of the Robots,0.6,0,331087,0.0,2012-02-15,[878]
14,Box Room,0.925,2,330980,5.5,2014-03-08,"[18, 27, 878]"
15,Continuum,0.893,0,330888,0.0,2015-03-15,[878]
16,The Answer,6.546,20,330628,5.3,2015-04-11,"[28, 878, 53]"
17,Please Stand By...,0.6,0,330288,0.0,2007-03-12,[878]
18,Lucid,0.6,1,330259,8.0,2015-01-01,"[27, 878]"
19,Exile,1.6280000000000001,9,330215,3.6,2014-04-12,"[878, 27]"
0,Robot Revolution,1.893,1,329856,4.0,2015-03-10,[878]
1,Ebola Zombies,1.185,1,329824,10.0,2015-03-23,"[27, 878]"
2,Star Trek - Horizon,4.789,19,329628,5.9,2016-02-25,[878]
3,Unbelievable!!!!!,2.135,1,329621,6.0,2016-09-26,"[35, 878]"
4,B14?,0.845,0,329214,0.0,2012-04-12,"[878, 28]"
5,The Survivalist,7.4689999999999985,180,329004,6.3,2015-04-15,"[18, 878, 53]"
6,Synapse,1.843,0,328950,0.0,2015-01-01,[878]
7,Two Friends,0.6,2,328612,6.0,2010-08-26,"[16, 18, 878]"
8,Parallels,9.941,224,328595,6.1,2015-03-01,[878]
9,Seedling,0.6,0,328503,0.0,2014-10-20,[878]
10,The Last Man on Earth,2.353,1,328212,7.0,2014-03-07,"[35, 878, 10749]"
11,Dark Minions,3.067,7,327781,5.7,2013-04-19,"[16, 35, 878]"
12,Insectula,3.304,8,327651,3.8,2015-03-13,"[35, 27, 878]"
13,Recursion,2.9410000000000003,3,327546,6.0,2014-02-16,"[53, 878, 12]"
14,Sector Zero4,0.6,1,327533,7.0,2014-09-17,"[27, 878]"
15,Teenagers With Attitude,0.6,2,327454,8.0,2014-09-24,[878]
16,Fungicide,0.84,2,327363,2.0,2002-09-01,"[35, 878, 27]"
17,Metalstasis,0.655,0,327292,0.0,2001-02-01,"[16, 18, 878]"
18,The Gracefield Incident,6.3279999999999985,58,327253,4.9,2017-07-21,"[28, 27, 9648, 878]"
19,Deposit for the Courier,0.631,1,327161,5.0,2014-07-07,"[28, 16, 878, 53]"
0,Shock Attack,1.247,3,327096,3.0,2014-03-07,"[27, 878]"
1,Vagabond,0.6,2,327033,5.5,2015-02-25,"[16, 878]"
2,Power/Rangers,6.926,164,327029,7.2,2015-02-24,"[28, 12, 878]"
3,Bar Talk,0.8759999999999999,1,326663,4.0,2013-02-21,"[27, 878]"
4,Dawn of the Crescent Moon,0.997,1,326576,2.0,2014-04-05,"[18, 878, 53]"
5,Cloudrise,0.6,0,326287,0.0,2013-10-01,"[16, 14, 878, 10749]"
6,Escape Zero,0.6,0,326131,0.0,2014-06-01,"[28, 878]"
7,Clew,0.903,0,326130,0.0,2015-02-27,"[878, 53]"
8,Astraea,1.183,1,326125,7.0,2015-02-27,"[18, 878]"
9,Childhood Machine: In Standard Definition!,0.6,0,326110,0.0,2015-03-05,"[35, 18, 878]"
10,Auld Lang Syne,0.809,0,326041,0.0,2015-05-22,"[878, 53]"
11,Delivery,0.6,4,326029,7.0,2005-04-09,"[16, 878]"
12,Dead Still,5.142,8,325827,3.4,2014-10-06,"[27, 878, 53]"
13,Odd Noggins,0.841,0,325454,0.0,2000-02-02,"[35, 27, 878]"
14,Nuntius,0.9259999999999999,1,325382,7.0,2014-10-28,[878]
15,The Brain Hack,1.555,12,325164,7.3,2015-02-11,"[878, 53]"
16,Polis,0.882,1,325145,5.0,2014-11-17,[878]
17,Alien Tampon,3.444,5,324812,6.4,2015-02-12,"[28, 27, 878, 35]"
18,Spectral,12.252,943,324670,6.3,2016-12-09,"[28, 878, 53]"
19,Astro Boy,6.4910000000000005,0,324553,0.0,2020-05-20,"[878, 12, 28]"
0,Cosplay Fetish Battle Drones,0.635,1,324535,1.0,2013-12-11,"[35, 14, 878]"
1,We Were Not Made For This World,0.669,1,324441,5.0,2014-06-18,[878]
2,OzLand,1.43,6,323968,6.6,2015-02-08,"[18, 14, 878]"
3,Ava's Possessions,6.875,72,323665,5.7,2015-03-16,"[27, 9648, 878, 53]"
4,The Diabolical,9.341,121,323370,4.8,2015-03-16,"[27, 878, 53]"
5,Toxin,4.937,17,322061,2.9,2015-01-29,"[18, 27, 878, 53]"
6,Strange Blood,4.4430000000000005,35,321668,3.6,2015-04-01,"[27, 878]"
7,LA Apocalypse,3.1060000000000003,21,321662,4.5,2014-06-20,"[28, 878, 53]"
8,Outpost,1.27,2,321652,6.5,2020-02-06,[878]
9,Holocaust Cannibal,2.32,0,321455,0.0,2014-10-29,"[878, 28, 14, 27]"
10,Plan 9,5.174,19,321377,3.6,2015-02-18,"[27, 878]"
11,Mythica: A Quest for Heroes,13.196,98,321068,6.0,2014-12-08,"[28, 12, 14, 878]"
12,Death on Saturn's Moon,1.801,1,321049,7.5,2000-12-31,"[18, 878, 53]"
13,The Phoenix Incident,5.964,34,321039,4.9,2015-06-16,"[27, 878, 53]"
14,Numbers,0.7020000000000001,2,321007,8.0,2012-01-07,"[878, 10749, 18]"
15,King of the Farm,0.84,0,320735,0.0,2002-06-21,"[12, 14, 878, 10751]"
16,The Perfect 46,1.259,3,320181,6.5,2014-10-28,"[878, 18]"
17,Creative Control,5.962999999999999,45,320146,5.5,2016-03-11,"[18, 878]"
18,Plato's Reality Machine,1.146,1,320104,7.0,2013-09-26,"[35, 18, 878]"
19,Zolar,1.4,2,319844,1.0,2004-05-01,[878]
0,Dance of the Dead,3.431,26,319324,5.4,2005-11-11,"[27, 878, 10770]"
1,Gumdrop,0.6990000000000001,2,318823,7.0,2012-11-19,[878]
2,Terbaik Dari Langit,0.961,2,318767,7.0,2014-12-25,"[35, 878]"
3,No Men Beyond This Point,2.722,19,318054,6.0,2015-01-27,"[18, 35, 878]"
4,Cosmodrama,1.4,2,318032,6.0,2015-01-24,"[35, 18, 878]"
5,The Sarah Jane Adventures: Invasion of the Bane,0.9259999999999999,0,317872,0.0,2007-01-01,[878]
6,The Alien Conspiracy: Grey Skies,0.6,0,317793,0.0,2003-01-21,"[878, 27]"
7,Doctor Who: The Next Doctor,7.216,138,317190,7.6,2008-12-25,"[12, 18, 10751, 878, 10770]"
8,Doctor Who: Last Christmas,6.931,172,317182,7.9,2014-12-25,"[12, 18, 14, 878, 10770]"
9,Draconis Olim,0.6,0,317143,0.0,2011-06-20,"[28, 12, 14, 878]"
10,Manifold,0.605,0,317098,0.0,2013-09-20,"[18, 878]"
11,Shifter,0.847,0,317090,0.0,2014-01-11,"[28, 878]"
12,Beautiful People,2.349,8,316951,3.6,2014-07-18,"[27, 878]"
13,Population Zero,0.6,1,316800,7.0,2013-11-07,"[28, 18, 878]"
14,The Black Hole,4.513999999999999,14,316784,2.9,2015-05-26,"[53, 878]"
15,The Posthuman Project,1.361,4,316618,3.5,2014-06-14,"[28, 12, 35, 878]"
16,The Untitled Karthik Krishnan Project,0.6,1,316461,7.0,2010-10-31,"[18, 9648, 878]"
17,Half-Life: Escape From City 17 - Part 1,1.4,4,316326,8.3,2009-02-13,"[28, 878]"
18,Gaiking,1.136,0,316286,0.0,2011-01-01,"[28, 16, 878]"
19,Lake Eerie,5.5760000000000005,38,316268,3.3,2016-01-15,"[53, 27, 878]"
0,The Black Tulip,0.6,0,316236,0.0,2013-01-01,"[18, 878, 10749]"
1,S.I.N. Theory,0.93,1,316007,6.0,2012-12-08,"[18, 878]"
2,Air,1.183,1,316004,0.5,2014-06-05,"[878, 12, 18]"
3,The Record Keeper,1.248,1,316001,2.0,2014-09-26,"[14, 878]"
4,Grain,3.758,10,315840,7.2,2017-11-24,"[18, 878]"
5,The Nostalgist,1.499,8,315723,7.5,2014-06-19,"[28, 12, 14, 878]"
6,"Doctor Who: The Doctor, the Widow and the Wardrobe",3.13,45,315623,7.1,2011-12-25,"[878, 10770]"
7,Doctor Who: A Christmas Carol,5.6179999999999986,140,315620,8.2,2010-12-25,"[878, 10770]"
8,Weaverfish,2.971,4,315355,2.8,2013-10-09,"[18, 27, 878]"
9,Jurassic City,5.046,38,315024,5.0,2015-01-09,"[28, 27, 878]"
10,Plug,1.793,7,314238,5.7,2014-10-25,[878]
